Epoch,Loss (t),Loss (v),Accuracy (t),Accuracy (v),Time
0,0.5985011712209647,0.37543503811153084,0.8289087513340448,0.8927283653846154,6.832253932952881
1,0.34840889151030185,0.32552585802160394,0.9001300693703308,0.9069511217948718,6.2772839069366455
2,0.3234394518549185,0.3127148772040621,0.9079008804695837,0.9151642628205128,6.297771453857422
3,0.3123391392295872,0.30443855424005634,0.9110525613660619,0.9202724358974359,6.544222116470337
4,0.30384760273256706,0.3069809523697656,0.9135705709711847,0.9184695512820513,6.319206714630127
5,0.29783302255316757,0.29876474926295954,0.9149379669156884,0.9215745192307693,6.3054351806640625
6,0.2935732970036081,0.3005634975762895,0.917172491995731,0.9188701923076923,6.298086166381836
7,0.2884423604300653,0.2909812387317801,0.919090181430096,0.921073717948718,6.341877698898315
8,0.2839183765866077,0.30554988175535047,0.9207910885805763,0.9181690705128205,6.424619197845459
9,0.28096479868462654,0.3004067446917104,0.9190068036286019,0.9183693910256411,6.459734678268433
Mean,,,,,6.410049104690552
Params: 11935,,,,,
---,---,---,---,---,---
