Epoch,Loss (t),Loss (v),Accuracy (t),Accuracy (v),Time,,
0,0.495170388398583,0.297707276705366,0.862543356456777,0.921474358974359,8.37311172485352,,"14*14, 128, 10"
1,0.266555560746786,0.209930767012665,0.921458110992529,0.944511217948718,7.55165338516235,,
2,0.200480874802762,0.175777887373279,0.942252534685165,0.951923076923077,7.96622323989868,,
3,0.160956268382667,0.132545356607387,0.953842049092849,0.967447916666667,7.43549847602844,,
4,0.137476286185923,0.132666565373373,0.960745731056563,0.966846955128205,7.78551149368286,,
5,0.121128609890999,0.115081415375104,0.965281483457844,0.97285657051282,7.77076816558838,,
6,0.110045486388245,0.106816435216341,0.96831643543223,0.973557692307692,7.69812178611755,,
7,0.0999989290170077,0.103205213445994,0.970384204909285,0.975961538461538,7.78593397140503,,
8,0.0924986010892446,0.0998020823440479,0.97258537886873,0.976262019230769,7.73550987243652,,
9,0.086061234063128,0.0903541742076273,0.974269610458912,0.978766025641026,7.63593554496765,,
Mean,,,,,7.7738267660141,,
Params: 26506,,,,,,,
---,---,---,---,---,---,,
0,0.559925044867883,0.319124867578443,0.84871931696905,0.912159455128205,7.89371252059937,,"14*14, 64, 10"
1,0.309403718217587,0.264654950107424,0.910885805763074,0.931089743589744,8.01874947547913,,
2,0.256607607949283,0.222211791315856,0.925977187833511,0.940104166666667,7.67449021339417,,
3,0.218342719561835,0.20874819614423,0.936749599786553,0.945913461538462,7.86788511276245,,
4,0.19290805216819,0.172457672037686,0.943953441835646,0.954827724358974,7.42330241203308,,
5,0.170865837444841,0.152638856488734,0.95127401280683,0.962239583333333,7.82564759254456,,
6,0.153196816736178,0.140063941636935,0.955859791889007,0.965544871794872,7.86969375610352,,
7,0.141552636344204,0.129355169847631,0.959428361792956,0.969250801282051,7.54667282104492,,
8,0.131524779063549,0.12362960739903,0.962296558164354,0.970452724358974,7.5618884563446,,
9,0.123217007410668,0.123657199789961,0.964114194236926,0.970452724358974,7.53999876976013,,
Mean,,,,,7.72220411300659,,
Params: 13258,,,,,,,
---,---,---,---,---,---,,
0,1.12749492705441,0.640118811948177,0.642459311632871,0.805989583333333,7.69799017906189,,"14*14, 10, 10"
1,0.579678114348567,0.504166217329793,0.824439701173959,0.850160256410256,7.34008049964905,,
2,0.50022336722947,0.46013285468022,0.850687033084312,0.865785256410256,7.39183664321899,,
3,0.468968989866266,0.437195276793761,0.862043089647812,0.873197115384615,7.69069123268127,,
4,0.450207057795631,0.426224289844051,0.868396478121665,0.876802884615385,7.77936911582947,,
5,0.437548024979447,0.416187421824688,0.872265208110992,0.882011217948718,7.75793409347534,,
6,0.428675746443814,0.411845703251087,0.875233457844184,0.883613782051282,7.75741815567017,,
7,0.421694760690886,0.402217020304539,0.876951040554963,0.888822115384615,7.65527319908142,,
8,0.417301211343122,0.401567192748189,0.877484658484525,0.888221153846154,7.67082691192627,,
9,0.411737476494422,0.398596790404274,0.880136072572038,0.886418269230769,7.82381057739258,,
Mean,,,,,7.65652306079865,,
Params: 2080,,,,,,,
---,---,---,---,---,---,,
0,1.5489242807142,1.16417356828849,0.452157817502668,0.636418269230769,7.82686185836792,,"14*14, 5, 10"
1,1.04138387827125,0.942103741642756,0.664337646744931,0.696314102564102,7.90791130065918,,
2,0.910072357066795,0.863448557945398,0.697888874066169,0.718048878205128,7.80849266052246,,
3,0.852841149590186,0.820257115440491,0.714847918890075,0.729867788461538,7.89212226867676,,
4,0.82138560344977,0.80079399737028,0.725236792956243,0.737880608974359,7.87257409095764,,
5,0.799025737679501,0.778954450327616,0.737309898612593,0.752604166666667,7.88583517074585,,
6,0.781860422172058,0.766031108414516,0.747565368196371,0.756610576923077,7.85558652877808,,
7,0.767898375285728,0.749624251555174,0.755519610458912,0.772836538461538,7.82214951515198,,
8,0.753953741193454,0.737574013379904,0.76449106189968,0.781750801282051,7.89505052566528,,
9,0.741429531491553,0.727676801383495,0.769877267876201,0.784855769230769,7.79174399375916,,
Mean,,,,,7.85583279132843,,
Params: 1045,,,,,,,
---,---,---,---,---,---,,
0,1.05504091925275,0.579578540455072,0.656700240128068,0.833032852564103,7.46890044212341,,"14*14, 10, 10, 10"
1,0.503947509295658,0.432412572778188,0.853138340448239,0.878004807692308,7.86639380455017,,
2,0.432698488569438,0.404016924210084,0.876384071504802,0.891927083333333,7.80138373374939,,
3,0.404072810373922,0.377546657235003,0.88465514941302,0.896133814102564,7.77625107765198,,
4,0.385303112055029,0.369361373691414,0.890041355389541,0.900240384615385,7.61370015144348,,
